Property~Id~Id;Property~Имя~DisplayName;Property~Полное имя~FullName;Property~Классификация~ItemTypeDisplayName;Link~Прием значения из~MasterSCADA.ReadValue|False;Link~Передача значения в~MasterSCADA.ReadValue|True
2227364;Подтверждение уставки;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_11.Подтверждение уставки;MasterSCADA.Attribute;;
2227365;Местный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_11.Местный режим;MasterSCADA.Attribute;;
2227366;Дистанционный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_11.Дистанционный режим;MasterSCADA.Attribute;;
2227367;Регулируемая_НеРегулируемая;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_11.Регулируемая_НеРегулируемая;MasterSCADA.Attribute;;
2227368;Ключ управления;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_11.Ключ управления;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Gate_ZSH_2_11.key;
2263725;Время ожидания ОС;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_11.Время ожидания ОС;MasterSCADA.Attribute;;
2264940;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_11.Блокировка.Вход;MasterSCADA.Attribute;;
2264944;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_11.Блокировка.Выход;MasterSCADA.Attribute;;
2266172;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_11.Включить защиту.Вход;MasterSCADA.Attribute;;
2266176;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_11.Включить защиту.Выход;MasterSCADA.Attribute;;
2227381;Название механизма;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_12.Название механизма;MasterSCADA.Attribute;;
2227382;Текущий режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_12.Текущий режим;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Gate_ZSH_2_12.AlarmCode.Вход;
2227383;Текущее положение;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_12.Текущее положение;MasterSCADA.Attribute;;
2227384;Уставка;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_12.Уставка;MasterSCADA.Attribute;;
2227385;Подпись при наведении;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_12.Подпись при наведении;MasterSCADA.Attribute;;
2227386;Слово состояния;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_12.Слово состояния;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Gate_ZSH_2_12.Background.Вход;
2227387;Слово положения;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_12.Слово положения;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Gate_ZSH_2_12.Center.Вход;
2227388;Блокировка управления;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_12.Блокировка управления;MasterSCADA.Attribute;;
2227389;В процессе открывания;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_12.В процессе открывания;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Gate_ZSH_2_12.OriginalState.InProcessOpen.Вход;
2227390;В процессе закрывания;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_12.В процессе закрывания;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Gate_ZSH_2_12.OriginalState.InProcessClose.Вход;
2227391;Автоматический режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_12.Автоматический режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Gate_ZSH_2_12.SetAuto
2227392;Ручной режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_12.Ручной режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Gate_ZSH_2_12.SetManual
2227393;Статус режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_12.Статус режим;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Gate_ZSH_2_12.OriginalState.Auto;
2227394;Сброс;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_12.Сброс;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Gate_ZSH_2_12.ResetErrors
2227395;Открыть;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_12.Открыть;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Gate_ZSH_2_12.OpenManual
2227396;Закрыть;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_12.Закрыть;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Gate_ZSH_2_12.CloseManual
2227397;Подтверждение уставки;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_12.Подтверждение уставки;MasterSCADA.Attribute;;
2227398;Местный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_12.Местный режим;MasterSCADA.Attribute;;
2227399;Дистанционный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_12.Дистанционный режим;MasterSCADA.Attribute;;
2227400;Регулируемая_НеРегулируемая;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_12.Регулируемая_НеРегулируемая;MasterSCADA.Attribute;;
2227401;Ключ управления;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_12.Ключ управления;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Gate_ZSH_2_12.key;
2263726;Время ожидания ОС;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_12.Время ожидания ОС;MasterSCADA.Attribute;;
2264951;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_12.Блокировка.Вход;MasterSCADA.Attribute;;
2264955;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_12.Блокировка.Выход;MasterSCADA.Attribute;;
2266183;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_12.Включить защиту.Вход;MasterSCADA.Attribute;;
2266187;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_12.Включить защиту.Выход;MasterSCADA.Attribute;;
2288983;Наименование;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_1.Наименование;MasterSCADA.Attribute;;
2288984;ПУСК;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_1.ПУСК;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_1_1.StartManual
2288985;СТОП;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_1.СТОП;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_1_1.StopManual
2288986;СБРОС;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_1.СБРОС;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_1_1.ResetEngineFailure
2288987;Автоматический режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_1.Автоматический режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_1_1.SetAuto
2288988;Ручной режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_1.Ручной режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_1_1.SetManual
2288989;Местный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_1.Местный режим;MasterSCADA.Attribute;;
2288990;Дистанционный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_1.Дистанционный режим;MasterSCADA.Attribute;;
2288991;Слово состояния;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_1.Слово состояния;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_1_1.Background;
2288992;Слово положения;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_1.Слово положения;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_1_1.Center;
2288993;Запускается;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_1.Запускается;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_1_1.OriginalState.InProcessStart;
2288994;Останавливается;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_1.Останавливается;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_1_1.OriginalState.InProcessStop;
2288995;Текстовый статус;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_1.Текстовый статус;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_1_1.AlarmCode;Объекты.Узел 2 зал отстойников.Окна механизмов.flocculation_chamber_small_2_1_1.Текстовый статус
2288996;Ключ управления;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_1.Ключ управления;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_1_1.key;
2288997;Режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_1.Режим;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_1_1.OriginalState.Auto;
2315316;Порядковый номер;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_1.Порядковый номер;MasterSCADA.Attribute;;
2288998;Время мониторинга;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_1.Время мониторинга;MasterSCADA.Attribute;;
2289002;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_1.Блокировка.Вход;MasterSCADA.Attribute;;
2289006;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_1.Блокировка.Выход;MasterSCADA.Attribute;;
2289013;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_1.Включить защиту.Вход;MasterSCADA.Attribute;;
2289017;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_1.Включить защиту.Выход;MasterSCADA.Attribute;;
2289024;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_1.Игнорирование аварии.Вход;MasterSCADA.Attribute;;
2289028;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_1.Игнорирование аварии.Выход;MasterSCADA.Attribute;;
2289280;Наименование;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_2.Наименование;MasterSCADA.Attribute;;
2289281;ПУСК;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_2.ПУСК;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_1_2.StartManual
2289282;СТОП;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_2.СТОП;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_1_2.StopManual
2289283;СБРОС;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_2.СБРОС;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_1_2.ResetEngineFailure
2289284;Автоматический режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_2.Автоматический режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_1_2.SetAuto
2289285;Ручной режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_2.Ручной режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_1_2.SetManual
2289286;Местный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_2.Местный режим;MasterSCADA.Attribute;;
2289287;Дистанционный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_2.Дистанционный режим;MasterSCADA.Attribute;;
2289288;Слово состояния;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_2.Слово состояния;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_1_2.Background;
2289289;Слово положения;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_2.Слово положения;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_1_2.Center;
2289290;Запускается;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_2.Запускается;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_1_2.OriginalState.InProcessStart;
2289291;Останавливается;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_2.Останавливается;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_1_2.OriginalState.InProcessStop;
2289292;Текстовый статус;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_2.Текстовый статус;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_1_2.AlarmCode;Объекты.Узел 2 зал отстойников.Окна механизмов.flocculation_chamber_small_2_1_2.Текстовый статус
2289293;Ключ управления;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_2.Ключ управления;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_1_2.key;
2289294;Режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_2.Режим;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_1_2.OriginalState.Auto;
2315630;Порядковый номер;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_2.Порядковый номер;MasterSCADA.Attribute;;
2289295;Время мониторинга;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_2.Время мониторинга;MasterSCADA.Attribute;;
2289299;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_2.Блокировка.Вход;MasterSCADA.Attribute;;
2289303;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_2.Блокировка.Выход;MasterSCADA.Attribute;;
2289310;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_2.Включить защиту.Вход;MasterSCADA.Attribute;;
2289314;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_2.Включить защиту.Выход;MasterSCADA.Attribute;;
2289321;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_2.Игнорирование аварии.Вход;MasterSCADA.Attribute;;
2289325;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_2.Игнорирование аварии.Выход;MasterSCADA.Attribute;;
2289577;Наименование;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_3.Наименование;MasterSCADA.Attribute;;
2289578;ПУСК;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_3.ПУСК;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_1_3.StartManual
2289579;СТОП;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_3.СТОП;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_1_3.StopManual
2289580;СБРОС;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_3.СБРОС;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_1_3.ResetEngineFailure
2289581;Автоматический режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_3.Автоматический режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_1_3.SetAuto
2289582;Ручной режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_3.Ручной режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_1_3.SetManual
2289583;Местный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_3.Местный режим;MasterSCADA.Attribute;;
2289584;Дистанционный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_3.Дистанционный режим;MasterSCADA.Attribute;;
2289585;Слово состояния;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_3.Слово состояния;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_1_3.Background;
2289586;Слово положения;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_3.Слово положения;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_1_3.Center;
2289587;Запускается;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_3.Запускается;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_1_3.OriginalState.InProcessStart;
2289588;Останавливается;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_3.Останавливается;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_1_3.OriginalState.InProcessStop;
2289589;Текстовый статус;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_3.Текстовый статус;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_1_3.AlarmCode;Объекты.Узел 2 зал отстойников.Окна механизмов.flocculation_chamber_small_2_1_3.Текстовый статус
2289590;Ключ управления;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_3.Ключ управления;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_1_3.key;
2289591;Режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_3.Режим;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_1_3.OriginalState.Auto;
2315944;Порядковый номер;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_3.Порядковый номер;MasterSCADA.Attribute;;
2289592;Время мониторинга;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_3.Время мониторинга;MasterSCADA.Attribute;;
2289596;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_3.Блокировка.Вход;MasterSCADA.Attribute;;
2289600;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_3.Блокировка.Выход;MasterSCADA.Attribute;;
2289607;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_3.Включить защиту.Вход;MasterSCADA.Attribute;;
2289611;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_3.Включить защиту.Выход;MasterSCADA.Attribute;;
2289618;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_3.Игнорирование аварии.Вход;MasterSCADA.Attribute;;
2289622;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_3.Игнорирование аварии.Выход;MasterSCADA.Attribute;;
2289874;Наименование;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_4.Наименование;MasterSCADA.Attribute;;
2289875;ПУСК;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_4.ПУСК;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_1_4.StartManual
2289876;СТОП;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_4.СТОП;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_1_4.StopManual
2289877;СБРОС;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_4.СБРОС;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_1_4.ResetEngineFailure
2289878;Автоматический режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_4.Автоматический режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_1_4.SetAuto
2289879;Ручной режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_4.Ручной режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_1_4.SetManual
2289880;Местный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_4.Местный режим;MasterSCADA.Attribute;;
2289881;Дистанционный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_4.Дистанционный режим;MasterSCADA.Attribute;;
2289882;Слово состояния;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_4.Слово состояния;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_1_4.Background;
2289883;Слово положения;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_4.Слово положения;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_1_4.Center;
2289884;Запускается;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_4.Запускается;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_1_4.OriginalState.InProcessStart;
2289885;Останавливается;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_4.Останавливается;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_1_4.OriginalState.InProcessStop;
2289886;Текстовый статус;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_4.Текстовый статус;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_1_4.AlarmCode;Объекты.Узел 2 зал отстойников.Окна механизмов.flocculation_chamber_small_2_1_4.Текстовый статус
2289887;Ключ управления;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_4.Ключ управления;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_1_4.key;
2289888;Режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_4.Режим;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_1_4.OriginalState.Auto;
2316258;Порядковый номер;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_4.Порядковый номер;MasterSCADA.Attribute;;
2289889;Время мониторинга;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_4.Время мониторинга;MasterSCADA.Attribute;;
2289893;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_4.Блокировка.Вход;MasterSCADA.Attribute;;
2289897;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_4.Блокировка.Выход;MasterSCADA.Attribute;;
2289904;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_4.Включить защиту.Вход;MasterSCADA.Attribute;;
2289908;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_4.Включить защиту.Выход;MasterSCADA.Attribute;;
2289915;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_1_4.Игнорирование аварии.Вход;MasterSCADA.Attribute;;
